Time,Latitude,Longitude,PM10,PM25,Humidity,Temperature
00.00. 00:00:00.00,69.647689,18.987468,24.1,2,99.9,0.7
00.00. 00:00:00.00,69.647705,18.987449,24.1,2,99.9,0.7
00.00. 00:00:00.00,69.647911,18.987033,23.7,2,99.9,0.7
00.00. 00:00:00.00,69.647712,18.987424,24.1,1.9,99.9,0.7
00.00. 00:00:00.00,69.647666,18.987482,24,1.9,99.9,0.7
00.00. 00:00:00.00,69.647682,18.98748,24,1.9,99.9,0.7
00.00. 00:00:00.00,69.647727,18.987405,24,1.9,99.9,0.7
00.00. 00:00:00.00,69.647743,18.987382,24,1.9,99.9,0.7
00.00. 00:00:00.00,69.64775,18.987358,24,1.9,99.9,0.7
00.00. 00:00:00.00,69.647766,18.987329,24,1.9,99.9,0.7
00.00. 00:00:00.00,69.647773,18.987304,24,1.9,99.9,0.7
00.00. 00:00:00.00,69.647659,18.98747,23.9,1.9,99.9,0.7
00.00. 00:00:00.00,69.647636,18.987434,23.8,1.9,99.9,0.7
00.00. 00:00:00.00,69.647644,18.987453,23.8,1.9,99.9,0.7
00.00. 00:00:00.00,69.647789,18.987272,23.8,1.9,99.9,0.7
00.00. 00:00:00.00,69.64788,18.987096,23.7,1.9,99.9,0.7
00.00. 00:00:00.00,69.647895,18.987075,23.7,1.9,99.9,0.7
00.00. 00:00:00.00,69.647804,18.987243,23.6,1.9,99.9,0.7
00.00. 00:00:00.00,69.647872,18.987115,23.6,1.9,99.9,0.7
00.00. 00:00:00.00,69.647819,18.987218,23.5,1.9,99.9,0.7
00.00. 00:00:00.00,69.647827,18.987194,23.5,1.9,99.9,0.7
00.00. 00:00:00.00,69.647842,18.987186,23.5,1.9,99.9,0.7
00.00. 00:00:00.00,69.64785,18.987171,23.5,1.9,99.9,0.7
00.00. 00:00:00.00,69.647865,18.987142,23.5,1.9,99.9,0.7
00.00. 00:00:00.00,69.647888,18.985982,13.5,1.4,99.9,0.7
00.00. 00:00:00.00,69.647918,18.985982,13.2,1.4,99.9,0.7
00.00. 00:00:00.00,69.647865,18.985982,12.7,1.4,99.9,0.7
00.00. 00:00:00.00,69.64743,18.987506,2,0.6,99.9,0.7
00.00. 00:00:00.00,69.64743,18.987476,1.9,0.6,99.9,0.7
00.00. 00:00:00.00,69.647438,18.987442,1.9,0.6,99.9,0.7
00.00. 00:00:00.00,69.647438,18.99159,7.1,4,99.9,0.6
00.00. 00:00:00.00,69.647438,18.991634,7,4,99.9,0.6
00.00. 00:00:00.00,69.64743,18.991466,6.5,3.9,99.9,0.6
00.00. 00:00:00.00,69.64743,18.991508,6.4,3.9,99.9,0.6
00.00. 00:00:00.00,69.647399,18.991188,5.9,3.8,99.9,0.6
00.00. 00:00:00.00,69.647399,18.991153,5.8,3.8,99.9,0.6
00.00. 00:00:00.00,69.647399,18.991085,5.7,3.7,99.9,0.6
00.00. 00:00:00.00,69.647392,18.99106,5.7,3.7,99.9,0.6
00.00. 00:00:00.00,69.647384,18.990997,5.7,3.6,99.9,0.6
00.00. 00:00:00.00,69.647384,18.991014,5.6,3.6,99.9,0.6
00.00. 00:00:00.00,69.647369,18.990901,6.1,3.5,99.9,0.6
00.00. 00:00:00.00,69.647369,18.990942,5.9,3.5,99.9,0.6
00.00. 00:00:00.00,69.647377,18.990825,6.5,3.4,99.9,0.6
00.00. 00:00:00.00,69.647384,18.990789,6.5,3.3,99.9,0.6
00.00. 00:00:00.00,69.647399,18.990718,6.4,3.2,99.9,0.6
00.00. 00:00:00.00,69.647407,18.990684,6.4,3.2,99.9,0.6
00.00. 00:00:00.00,69.647415,18.990604,6.4,3,99.9,0.6
00.00. 00:00:00.00,69.647422,18.990526,6.7,2.9,99.9,0.6
00.00. 00:00:00.00,69.647727,18.994817,4.4,1.6,96.9,0.6
00.00. 00:00:00.00,69.647727,18.994777,4.3,1.6,96.9,0.6
00.00. 00:00:00.00,69.647705,18.994626,4.2,1.6,97,0.6
00.00. 00:00:00.00,69.647743,18.994939,4.4,1.5,96.7,0.6
00.00. 00:00:00.00,69.647735,18.994895,4.4,1.5,96.7,0.6
00.00. 00:00:00.00,69.647735,18.994853,4.4,1.5,96.7,0.6
00.00. 00:00:00.00,69.64772,18.994741,4.2,1.5,96.9,0.6
00.00. 00:00:00.00,69.647712,18.994703,4.2,1.5,97,0.6
00.00. 00:00:00.00,69.647705,18.994667,4.2,1.5,97,0.6
00.00. 00:00:00.00,69.647491,18.987407,14.7,1.3,99.9,0.6
00.00. 00:00:00.00,69.647445,18.987411,1.8,0.6,99.9,0.6
00.00. 00:00:00.00,69.647453,18.9874,1.8,0.6,99.9,0.6
00.00. 00:00:00.00,69.647468,18.987394,1.8,0.6,99.9,0.6
00.00. 00:00:00.00,69.647476,18.987403,1.8,0.6,99.9,0.6
00.00. 00:00:00.00,69.64746,18.991838,10.5,4.2,99.9,0.5
00.00. 00:00:00.00,69.647453,18.99175,7,3.9,99.9,0.5
00.00. 00:00:00.00,69.647445,18.99171,6.9,3.9,99.9,0.5
00.00. 00:00:00.00,69.647422,18.991388,6.7,3.9,99.9,0.5
00.00. 00:00:00.00,69.647415,18.991352,6.6,3.9,99.9,0.5
00.00. 00:00:00.00,69.647415,18.991285,6.4,3.9,99.9,0.5
00.00. 00:00:00.00,69.647407,18.991254,6,3.8,99.9,0.5
00.00. 00:00:00.00,69.647422,18.990362,6.9,2.9,99.9,0.5
00.00. 00:00:00.00,69.647422,18.990276,6.9,2.9,99.9,0.5
00.00. 00:00:00.00,69.647422,18.990446,6.8,2.9,99.9,0.5
00.00. 00:00:00.00,69.647422,18.990186,6.7,2.8,99.9,0.5
00.00. 00:00:00.00,69.64743,18.990102,6.5,2.8,99.9,0.5
00.00. 00:00:00.00,69.64743,18.990026,6.7,2.7,99.9,0.5
00.00. 00:00:00.00,69.64743,18.98986,7.1,2.6,99.9,0.5
00.00. 00:00:00.00,69.64743,18.989944,6.9,2.6,99.9,0.5
00.00. 00:00:00.00,69.647438,18.989776,7.1,2.5,99.9,0.5
20.3.2018 17:0:10,69.619621,18.944114,1.1,0.7,24.3,3.9
20.3.2018 17:0:11,69.619651,18.944139,1.1,0.7,24.5,3.9
20.3.2018 17:0:12,69.619682,18.944171,1.1,0.7,24.5,3.9
20.3.2018 17:0:13,69.619712,18.9442,1,0.7,24.5,3.9
20.3.2018 17:0:14,69.61975,18.944213,1,0.7,24.7,3.9
20.3.2018 17:0:15,69.619773,18.944236,1,0.7,24.7,3.9
20.3.2018 17:0:16,69.619789,18.944271,1,0.7,24.7,3.9
20.3.2018 17:0:17,69.619819,18.944307,1,0.7,24.8,3.8
20.3.2018 17:0:18,69.619842,18.944349,1.1,0.7,24.8,3.8
20.3.2018 17:0:19,69.619865,18.9444,1.2,0.7,24.8,3.8
20.3.2018 17:0:20,69.619888,18.944435,1.3,0.7,25,3.8
20.3.2018 17:0:21,69.619918,18.944458,1.3,0.7,25,3.8
20.3.2018 17:0:22,69.619949,18.944486,1.3,0.7,25,3.8
20.3.2018 17:0:23,69.619979,18.944515,1.3,0.7,25,3.6
20.3.2018 17:0:24,69.62001,18.944534,1.3,0.7,25,3.6
20.3.2018 17:0:25,69.62004,18.944561,1.3,0.7,25,3.6
20.3.2018 17:0:26,69.620071,18.944583,1.3,0.7,25.2,3.6
20.3.2018 17:0:27,69.620109,18.944593,1.3,0.7,25.2,3.6
20.3.2018 17:0:28,69.62014,18.944614,1.4,0.8,25.2,3.6
20.3.2018 17:0:29,69.62017,18.94465,1.4,0.8,25.3,3.5
20.3.2018 17:0:30,69.620201,18.944679,1.4,0.8,25.3,3.5
20.3.2018 17:0:31,69.620231,18.944698,1.4,0.8,25.3,3.5
20.3.2018 17:0:32,69.620269,18.944725,1.4,0.8,25.4,3.4
20.3.2018 17:0:33,69.6203,18.944759,1.4,0.8,25.4,3.4
20.3.2018 17:0:34,69.620338,18.944774,1.3,0.8,25.4,3.4
20.3.2018 17:0:35,69.620368,18.944799,1.3,0.8,25.6,3.4
20.3.2018 17:0:36,69.620399,18.944826,1.3,0.8,25.6,3.4
20.3.2018 17:0:37,69.620429,18.944843,1.3,0.8,25.6,3.4
20.3.2018 17:0:38,69.620452,18.944864,1.3,0.8,25.7,3.4
20.3.2018 17:0:39,69.620475,18.944894,1.3,0.8,25.7,3.4
20.3.2018 17:0:40,69.620498,18.944921,1.3,0.8,25.7,3.4
20.3.2018 17:0:41,69.620536,18.944931,1.3,0.8,25.8,3.4
20.3.2018 17:0:42,69.620567,18.944959,1.2,0.8,25.8,3.4
20.3.2018 17:0:43,69.620597,18.944992,1.1,0.8,25.8,3.4
20.3.2018 17:0:45,69.620651,18.945049,1,0.8,25.8,3.4
20.3.2018 17:0:46,69.620681,18.945087,1,0.8,25.8,3.4
20.3.2018 17:0:48,69.620735,18.945156,1,0.8,25.8,3.4
20.3.2018 17:0:49,69.620765,18.945196,1,0.8,25.8,3.4
20.3.2018 17:0:5,69.619461,18.943998,1,0.7,24.2,3.9
20.3.2018 17:0:51,69.620819,18.945243,1,0.8,26,3.2
20.3.2018 17:0:52,69.620849,18.945274,1,0.8,26,3.2
20.3.2018 17:0:54,69.620903,18.945301,2.7,0.9,26,3.1
20.3.2018 17:0:55,69.620925,18.945335,4.4,1,26,3.1
20.3.2018 17:0:57,69.620979,18.945379,6.4,1,26.1,3
20.3.2018 17:0:58,69.621009,18.945409,6.6,1.1,26.1,3
20.3.2018 17:0:6,69.619491,18.94403,1,0.7,24.2,3.9
20.3.2018 17:0:7,69.619529,18.944042,1,0.7,24.2,3.9
20.3.2018 17:0:8,69.619552,18.944055,1.1,0.7,24.3,3.9
20.3.2018 17:0:9,69.61959,18.944087,1.1,0.7,24.3,3.9
20.3.2018 17:1:0,69.62107,18.945453,6.9,1.1,26.1,3
20.3.2018 17:1:1,69.621101,18.945478,6.9,1.1,26.1,3
20.3.2018 17:1:11,69.621398,18.94572,7.2,1.1,26.5,3
20.3.2018 17:1:12,69.621429,18.945753,7.4,1.1,26.5,3
20.3.2018 17:1:14,69.62149,18.945785,7.7,1.1,26.5,3
20.3.2018 17:1:15,69.62152,18.945817,7.7,1.1,26.5,3
20.3.2018 17:1:17,69.621582,18.945852,7.7,1.1,26.6,3
20.3.2018 17:1:18,69.621612,18.945884,7.6,1.1,26.6,3
20.3.2018 17:1:20,69.621658,18.945941,7.4,1,26.6,2.9
20.3.2018 17:1:21,69.621688,18.945974,7.4,1.1,26.6,2.9
20.3.2018 17:1:23,69.621749,18.946016,7.5,1.1,26.7,2.8
20.3.2018 17:1:24,69.621772,18.946044,7.5,1.1,26.7,2.8
20.3.2018 17:1:26,69.621826,18.946069,7.5,1,26.8,2.8
20.3.2018 17:1:27,69.621856,18.946092,7.4,1,26.8,2.8
20.3.2018 17:1:29,69.621917,18.94614,7.4,1,26.9,2.9
20.3.2018 17:1:3,69.621154,18.945528,7,1.1,26.2,3
20.3.2018 17:1:30,69.621948,18.946153,7.4,1,26.9,2.9
20.3.2018 17:1:32,69.622001,18.946197,7.4,1,27,2.8
20.3.2018 17:1:33,69.622032,18.946201,7.5,1,27,2.8
20.3.2018 17:1:35,69.622093,18.946252,7.8,1.1,27.1,2.9
20.3.2018 17:1:36,69.622123,18.946266,7.8,1.1,27.1,2.9
20.3.2018 17:1:38,69.622177,18.946329,7.9,1.1,27.2,2.8
20.3.2018 17:1:40,69.622222,18.946365,8.5,1.1,27.1,2.8
20.3.2018 17:1:41,69.622253,18.946386,8.8,1.1,27.1,2.8
20.3.2018 17:1:43,69.622306,18.946426,8.8,1.1,27.2,2.8
20.3.2018 17:1:44,69.622337,18.946451,8.8,1.1,27.2,2.8
20.3.2018 17:1:46,69.622398,18.946487,8.8,1.1,27.1,2.7
20.3.2018 17:1:47,69.622428,18.946517,8.9,1.1,27.1,2.7
20.3.2018 17:1:49,69.622482,18.946565,8.9,1.1,27.2,2.8
20.3.2018 17:1:5,69.621223,18.945583,7.3,1.1,26.3,3.1
20.3.2018 17:1:50,69.622512,18.94659,8.8,1.1,27.2,2.8
20.3.2018 17:1:52,69.622573,18.946609,8.9,1,27.1,2.8
20.3.2018 17:1:53,69.622604,18.946636,8.9,1,27.1,2.8
20.3.2018 17:1:55,69.622657,18.946687,6.1,0.9,27.1,2.8
20.3.2018 17:1:57,69.622711,18.946762,4.6,0.9,27.1,2.8
20.3.2018 17:1:59,69.622764,18.946817,4.4,0.9,27.1,2.7
20.3.2018 17:1:6,69.621253,18.945602,7.2,1.1,26.3,3.1
20.3.2018 17:1:8,69.621307,18.945648,7.2,1,26.4,3.1
20.3.2018 17:1:9,69.621337,18.945678,7.2,1.1,26.4,3.1
20.3.2018 17:10:0,69.632759,18.960214,23.1,1.7,33.9,-0.1
20.3.2018 17:10:1,69.632774,18.960239,22.9,1.6,33.9,-0.1
20.3.2018 17:10:11,69.632896,18.960489,23.1,1.6,34.3,-0.1
20.3.2018 17:10:13,69.632949,18.960586,23.3,1.7,34.3,-0.1
20.3.2018 17:10:15,69.632995,18.960672,23.5,1.8,34.5,-0.1
20.3.2018 17:10:17,69.633056,18.96076,24.2,1.9,34.5,-0.1
20.3.2018 17:10:19,69.633087,18.960834,24.1,2,34.8,0
20.3.2018 17:10:21,69.633132,18.960922,23.2,2.1,34.8,0
20.3.2018 17:10:23,69.633178,18.961021,23.2,2.1,34.9,0
20.3.2018 17:10:25,69.633224,18.961109,12.3,1.7,34.9,0
20.3.2018 17:10:27,69.63327,18.961193,10.2,1.6,35.1,0
20.3.2018 17:10:3,69.632804,18.960285,22.6,1.4,34.2,-0.1
20.3.2018 17:10:4,69.632812,18.960308,22.7,1.5,34.2,-0.1
20.3.2018 17:10:6,69.632843,18.960353,23.1,1.5,34.1,-0.1
20.3.2018 17:10:8,69.632858,18.960397,23.1,1.5,34.2,-0.1
20.3.2018 17:10:9,69.632873,18.960416,23.1,1.6,34.2,-0.1
20.3.2018 17:11:58,69.634635,18.963756,15.7,1.9,36.5,0
20.3.2018 17:11:59,69.634658,18.963769,15.7,1.9,36.5,0
20.3.2018 17:12:1,69.634681,18.963855,15.6,1.9,36.7,0
20.3.2018 17:12:2,69.634704,18.963859,15.6,1.9,36.7,0
20.3.2018 17:12:23,69.634963,18.964576,3.2,1.1,36.8,0.2
20.3.2018 17:12:24,69.634971,18.964601,2.7,1,36.8,0.2
20.3.2018 17:12:25,69.634979,18.964611,2.1,1,36.2,0.1
20.3.2018 17:12:26,69.634994,18.964635,1.6,0.9,36.2,0.1
20.3.2018 17:12:27,69.635002,18.964668,1.5,0.9,36.2,0.1
20.3.2018 17:12:28,69.635017,18.964704,1.5,0.9,35.9,0.1
20.3.2018 17:12:29,69.635032,18.964742,1.4,0.8,35.9,0.1
20.3.2018 17:12:3,69.634712,18.963897,13.7,1.8,37,0.1
20.3.2018 17:12:30,69.635055,18.964775,1.4,0.8,35.9,0.1
20.3.2018 17:12:31,69.635078,18.964809,1.4,0.8,36.3,0.2
20.3.2018 17:12:32,69.635108,18.964841,1.5,0.8,36.3,0.2
20.3.2018 17:12:33,69.635131,18.964876,1.4,0.8,36.3,0.2
20.3.2018 17:12:34,69.635154,18.964912,1.4,0.8,36.9,0.2
20.3.2018 17:12:35,69.635185,18.964956,1.4,0.8,36.9,0.2
20.3.2018 17:12:36,69.635208,18.965003,1.5,0.8,36.9,0.2
20.3.2018 17:12:37,69.635231,18.965057,1.6,0.8,37.1,0.3
20.3.2018 17:12:38,69.635253,18.965116,1.6,0.8,37.1,0.3
20.3.2018 17:12:39,69.635276,18.965179,1.6,0.8,37.1,0.3
20.3.2018 17:12:4,69.634727,18.963943,11.7,1.8,37,0.1
20.3.2018 17:12:40,69.635284,18.965238,1.6,0.8,37.8,0.3
20.3.2018 17:12:41,69.635299,18.965303,1.6,0.8,37.8,0.3
20.3.2018 17:12:42,69.635322,18.965358,1.6,0.8,37.8,0.3
20.3.2018 17:12:43,69.635345,18.965402,1.6,0.8,36.9,0.4
20.3.2018 17:12:44,69.635368,18.96544,1.6,0.8,36.9,0.4
20.3.2018 17:12:45,69.635398,18.965452,1.6,0.8,36.9,0.4
20.3.2018 17:12:46,69.635421,18.965465,1.6,0.8,35.9,0.3
20.3.2018 17:12:47,69.635444,18.965482,1.6,0.8,35.9,0.3
20.3.2018 17:12:48,69.635475,18.965515,1.6,0.8,35.9,0.3
20.3.2018 17:12:49,69.635498,18.965557,1.6,0.8,37.4,0.4
20.3.2018 17:12:5,69.634742,18.964,9.8,1.8,36.9,0.1
20.3.2018 17:12:50,69.63552,18.965599,1.6,0.8,37.4,0.4
20.3.2018 17:12:51,69.635551,18.965646,1.6,0.8,37.4,0.4
20.3.2018 17:12:52,69.635581,18.965688,1.6,0.8,36.8,0.4
20.3.2018 17:12:53,69.635612,18.965719,1.6,0.8,36.8,0.4
20.3.2018 17:12:54,69.635635,18.965766,1.6,0.8,36.8,0.4
20.3.2018 17:12:56,69.635681,18.965866,1.6,0.8,37.5,0.5
20.3.2018 17:12:57,69.635704,18.965913,1.6,0.7,37.5,0.5
20.3.2018 17:12:59,69.635749,18.966016,1.6,0.7,38.6,0.5
20.3.2018 17:13:0,69.635765,18.966068,2,0.8,38.6,0.5
20.3.2018 17:13:11,69.636039,18.966491,3,0.9,39.9,0.8
20.3.2018 17:13:13,69.6361,18.966575,2.6,0.9,41.1,0.9
20.3.2018 17:13:14,69.636131,18.966621,2.4,0.9,41.1,0.9
20.3.2018 17:13:16,69.636199,18.966699,2.2,0.8,41.8,0.9
20.3.2018 17:13:17,69.63623,18.966728,2.2,0.8,41.8,0.9
20.3.2018 17:13:19,69.636291,18.966764,2.3,0.8,42.2,0.9
20.3.2018 17:13:2,69.63581,18.966173,3,0.9,39.1,0.6
20.3.2018 17:13:20,69.636322,18.966758,2.3,0.9,42.2,0.9
20.3.2018 17:13:22,69.63639,18.966756,3.7,0.9,41.9,1
20.3.2018 17:13:23,69.636421,18.966764,4.4,0.9,41.9,1
20.3.2018 17:13:25,69.636489,18.96672,4.4,0.9,41.2,1
20.3.2018 17:13:26,69.636528,18.966699,4.4,0.9,41.2,1
20.3.2018 17:13:28,69.636596,18.966651,4.4,0.9,42.5,1.1
20.3.2018 17:13:29,69.636627,18.966638,4.4,0.9,42.5,1.1
20.3.2018 17:13:3,69.635841,18.966211,3,0.9,39.1,0.6
20.3.2018 17:13:31,69.636688,18.9666,4.5,0.9,41.9,1.1
20.3.2018 17:13:32,69.636718,18.96659,4.6,0.9,41.9,1.1
20.3.2018 17:13:34,69.636772,18.966552,4.6,0.9,42.8,1.1
20.3.2018 17:13:35,69.636802,18.966554,4.6,1,42.8,1.1
20.3.2018 17:13:37,69.636856,18.966588,4.5,1,43.4,1.2
20.3.2018 17:13:38,69.636878,18.966627,4.4,1,43.4,1.2
20.3.2018 17:13:40,69.636932,18.966732,4.4,1,44.2,1.3
20.3.2018 17:13:41,69.636955,18.966777,4.4,1,44.2,1.3
20.3.2018 17:13:43,69.637008,18.966899,4.4,1,42.1,1.3
20.3.2018 17:13:44,69.637039,18.966951,4.4,1,42.1,1.3
20.3.2018 17:13:46,69.637084,18.967035,4.4,1,42.4,1.3
20.3.2018 17:13:47,69.637115,18.967081,4.4,1,42.4,1.3
20.3.2018 17:13:49,69.637168,18.967197,4.4,1,41.7,1.4
20.3.2018 17:13:5,69.635894,18.966289,3,0.9,40.5,0.7
20.3.2018 17:13:50,69.637199,18.967256,4.4,1,41.7,1.4
20.3.2018 17:13:52,69.637237,18.967372,4.4,1,41.8,1.5
20.3.2018 17:13:53,69.637268,18.96743,4.4,1,41.8,1.5
20.3.2018 17:13:55,69.637306,18.96755,4.4,1,41.1,1.5
20.3.2018 17:13:57,69.637351,18.967679,4.5,1,41.1,1.5
20.3.2018 17:13:58,69.637367,18.967729,4.5,1,41.1,1.5
20.3.2018 17:13:6,69.63591,18.966318,3,0.9,40.5,0.7
20.3.2018 17:13:8,69.635955,18.966377,3,0.9,39.7,0.7
20.3.2018 17:13:9,69.635986,18.966411,3,0.9,39.7,0.7
20.3.2018 17:14:0,69.637397,18.967807,4,0.9,40.7,1.5
20.3.2018 17:14:1,69.637413,18.967849,3.6,0.9,40.7,1.5
20.3.2018 17:14:11,69.637504,18.968137,3.3,0.8,39.6,1.6
20.3.2018 17:14:13,69.637512,18.968191,3.3,0.8,39.6,1.6
20.3.2018 17:14:15,69.637512,18.96824,3.3,0.8,38.1,1.3
20.3.2018 17:14:17,69.637527,18.968301,3.3,0.8,36.7,1.2
20.3.2018 17:14:19,69.637542,18.96836,3.2,0.7,36.7,1.2
20.3.2018 17:14:21,69.637565,18.968431,2.5,0.7,36.2,1.2
20.3.2018 17:14:23,69.637611,18.968496,1.1,0.7,36.2,1.2
20.3.2018 17:14:25,69.637657,18.968557,1.2,0.7,36.8,1.3
20.3.2018 17:14:27,69.637702,18.968599,1.3,0.7,36.8,1.3
20.3.2018 17:14:3,69.637451,18.967941,3.1,0.7,40.9,1.5
20.3.2018 17:14:5,69.637474,18.967987,3,0.7,40.9,1.5
20.3.2018 17:14:7,69.637489,18.968036,3.2,0.7,41.8,1.6
20.3.2018 17:14:9,69.637496,18.968095,3.3,0.8,41.8,1.6
20.3.2018 17:16:1,69.639648,18.972648,1.7,0.5,33.5,2.1
20.3.2018 17:16:10,69.639732,18.972854,2.1,0.5,34.4,2.1
20.3.2018 17:16:11,69.639739,18.972869,2.1,0.5,34.4,2.1
20.3.2018 17:16:3,69.639663,18.9727,1.8,0.5,33.6,2.1
20.3.2018 17:16:4,69.639678,18.972726,1.9,0.5,33.6,2.1
20.3.2018 17:16:5,69.639686,18.972749,1.9,0.5,33.9,2.1
20.3.2018 17:16:6,69.639694,18.97277,1.9,0.5,33.9,2.1
20.3.2018 17:16:7,69.639701,18.972793,1.9,0.5,33.9,2.1
20.3.2018 17:16:8,69.639709,18.972816,1.9,0.5,34.4,2.1
20.3.2018 17:16:9,69.639717,18.972831,2,0.5,34.4,2.1
20.3.2018 17:2:1,69.62281,18.946876,4.4,0.9,27.1,2.7
20.3.2018 17:2:11,69.622955,18.947065,7.6,1.4,27.2,2.7
20.3.2018 17:2:13,69.622985,18.94709,8.2,1.5,27.2,2.7
20.3.2018 17:2:15,69.623016,18.947114,8.7,1.5,27.2,2.7
20.3.2018 17:2:17,69.623054,18.947145,8.9,1.5,27.2,2.7
20.3.2018 17:2:19,69.623077,18.947175,11.5,1.6,27.2,2.7
20.3.2018 17:2:21,69.623107,18.947216,12.7,1.7,27.2,2.7
20.3.2018 17:2:23,69.623146,18.947259,12.7,1.6,27.3,2.6
20.3.2018 17:2:3,69.62284,18.946926,4.4,0.9,27.1,2.8
20.3.2018 17:2:5,69.622871,18.94695,4.2,1,27.1,2.8
20.3.2018 17:2:7,69.622901,18.946983,6.5,1.3,26.9,2.7
20.3.2018 17:2:9,69.622924,18.947029,7.6,1.4,26.9,2.7
20.3.2018 17:25:58,69.637069,18.966979,18.4,0.8,26.9,1.9
20.3.2018 17:25:59,69.637054,18.966947,18.4,0.9,26.9,1.9
20.3.2018 17:26:1,69.637023,18.966888,24.2,0.9,26.9,1.8
20.3.2018 17:26:2,69.637008,18.966861,27,1,26.9,1.8
20.3.2018 17:26:29,69.636596,18.966669,26.7,1.2,27.7,1.5
20.3.2018 17:26:3,69.636993,18.966835,27.1,1,26.9,1.8
20.3.2018 17:26:30,69.636581,18.966674,26.7,1.2,27.5,1.2
20.3.2018 17:26:31,69.636566,18.966682,26.7,1.2,27.5,1.2
20.3.2018 17:26:32,69.636558,18.966684,26.7,1.2,27.5,1.2
20.3.2018 17:26:33,69.636543,18.966691,26.7,1.2,27.6,1.2
20.3.2018 17:26:34,69.636528,18.966699,26.7,1.2,27.6,1.2
20.3.2018 17:26:35,69.636505,18.966709,26.7,1.2,27.6,1.2
20.3.2018 17:26:36,69.636489,18.966714,26.7,1.2,27.6,1.1
20.3.2018 17:26:37,69.636466,18.966718,26.7,1.2,27.6,1.1
20.3.2018 17:26:38,69.636451,18.966724,26.7,1.2,27.6,1.1
20.3.2018 17:26:39,69.636436,18.966722,26.7,1.2,27.8,1.2
20.3.2018 17:26:4,69.636978,18.966808,27.1,1,27.1,1.9
20.3.2018 17:26:40,69.636413,18.96672,26.7,1.2,27.8,1.2
20.3.2018 17:26:41,69.636405,18.966716,26.7,1.2,27.8,1.2
20.3.2018 17:26:42,69.63639,18.966718,26.7,1.2,27.9,1.4
20.3.2018 17:26:43,69.636375,18.966714,26.7,1.2,27.9,1.4
20.3.2018 17:26:44,69.63636,18.966711,26.7,1.2,27.9,1.4
20.3.2018 17:26:45,69.636344,18.966705,26.7,1.2,27.9,1.4
20.3.2018 17:26:46,69.636329,18.966697,26.7,1.2,27.9,1.4
20.3.2018 17:26:47,69.636314,18.96669,26.7,1.2,28,1.5
20.3.2018 17:26:48,69.636299,18.966678,26,1.2,28,1.5
20.3.2018 17:26:49,69.636283,18.966667,25.4,1.2,28,1.5
20.3.2018 17:26:5,69.636962,18.966779,27.1,1,27.1,1.9
20.3.2018 17:26:50,69.636268,18.966648,24.7,1.2,28.1,1.6
20.3.2018 17:26:51,69.636253,18.966629,24.7,1.2,28.1,1.6
20.3.2018 17:26:52,69.63623,18.966619,24.7,1.2,28.1,1.6
20.3.2018 17:26:53,69.636215,18.966602,24.8,1.2,28.1,1.4
20.3.2018 17:26:54,69.636199,18.966587,19.7,1.1,28.1,1.4
20.3.2018 17:26:55,69.636184,18.966569,14.7,0.9,28.1,1.4
20.3.2018 17:26:56,69.636161,18.966556,9.6,0.8,28.1,1.3
20.3.2018 17:26:57,69.636146,18.966537,9.7,0.8,28.1,1.3
20.3.2018 17:26:58,69.636131,18.96651,9.8,0.8,28.1,1.3
20.3.2018 17:26:59,69.636108,18.966487,9.8,0.8,28.1,1.3
20.3.2018 17:26:6,69.636955,18.966753,27.1,1,27.1,1.9
20.3.2018 17:26:7,69.63694,18.966728,27.1,1,27.6,1.9
20.3.2018 17:26:9,69.636917,18.966674,27.1,1,27.8,1.9
20.3.2018 17:27:0,69.636093,18.966466,6.9,0.7,28.1,1.3
20.3.2018 17:27:1,69.636077,18.966444,4.1,0.7,28.1,1.3
20.3.2018 17:27:10,69.635948,18.966272,1.1,0.6,28.3,1.2
20.3.2018 17:27:12,69.635917,18.966228,1.1,0.6,28.4,1.3
20.3.2018 17:27:13,69.635894,18.966201,1.1,0.6,28.4,1.3
20.3.2018 17:27:15,69.635864,18.966163,1,0.6,28.5,1.3
20.3.2018 17:27:16,69.635848,18.966144,1,0.7,28.5,1.3
20.3.2018 17:27:18,69.635818,18.966094,1,0.6,28.6,1.2
20.3.2018 17:27:19,69.635795,18.96607,1,0.6,28.6,1.2
20.3.2018 17:27:21,69.635772,18.966012,1,0.6,28.6,1.2
20.3.2018 17:27:22,69.635757,18.965993,1,0.6,28.6,1.2
20.3.2018 17:27:24,69.635726,18.965944,1.5,0.6,28.7,1.1
20.3.2018 17:27:25,69.635711,18.965919,1.9,0.6,28.7,1.1
20.3.2018 17:27:27,69.635681,18.965877,2.4,0.7,28.7,0.8
20.3.2018 17:27:28,69.635665,18.965852,2.4,0.7,28.7,0.8
20.3.2018 17:27:3,69.636047,18.9664,1.2,0.6,28.2,1.2
20.3.2018 17:27:30,69.635643,18.965805,2.4,0.7,29.2,0.8
20.3.2018 17:27:31,69.635627,18.965785,2.4,0.6,29.2,0.8
20.3.2018 17:27:33,69.635604,18.965738,2.4,0.7,29.4,0.9
20.3.2018 17:27:34,69.635589,18.965711,2.4,0.7,29.4,0.9
20.3.2018 17:27:36,69.635559,18.965662,2.4,0.7,29.8,0.9
20.3.2018 17:27:37,69.635543,18.965637,2.4,0.7,29.8,0.9
20.3.2018 17:27:39,69.635513,18.965585,2.4,0.7,30,1
